5ef329d8cfbdc00379011819,0.3
616dce9759fb25373322cbb3,0.72
60d65a056cebfd51ddb8871f,0.24
59b011eb9f80a10001e822b0,0.81
607dc0504aa0f95b06e2789f,0.81
604669987ce28b034f7ae980,0.21
57ceb12e79ad9b0001e41bce,0.29
6127c89a145f6be7b6527daa,0.27
65da7d5d257329bdfd30de93,0.76
5ed6c1c29e50c21348065f98,0.76
62779d95881329faf37ad653,0.76
62b1e58145539203ae51be94,0.76
5c5243d45acab700012608c7,0.76
61222d4342138f097de1b542,0.76
5d76ae9afa583b001a6d93e1,0.76
5f39a493da1ce1553328ebd9,0.76
608f896cbb14d38fcaad330d,0.76
5cc2510cc81349000161f019,0.3
5aa7ba1e6475f90001a06d39,0.61
65de2a1342c20fb64960dd2b,0.35
5f64ebceeab352026f45a452,0.58
602fa85bcfd5efca16bbcfd1,0.4
65523736bafd3ec3b19c2141,0.92
5956845992b7c900016938b6,0.41
5febeacd8422b4860fdee406,0.37
60656a924c99543d12555b86,0.47
664df38872329fba19b1914c,0.59
60bf088e3b1f2de4d3895eee,0.33
647f96bddb4fd4db747f3ef4,0.19
5f782504951dda38db3ef0b6,0.31
6020329e88ba9160b200b96b,0.32
601e028aea41df251254119a,0.74
664df64d2e56235ab1ffb1a6,0.12
5efb49177e130c0785b93842,0.32
59142b45ef024b0001c54c33,0.37
64b53cb9f438ca54a2ca5065,0.28
5cae6a77b38ea60016e54889,0.21
6601a4ae89227e2c04232d0e,0.09
